date,close,open,high,low,rsi_14,ma_5,ma_10,ma_25,ma_50,ma_100,ma_200,ema_20,ema_30,SMI,CCI,william_a/d,ATR
2010-07-17,0.049510000000000005,0.049510000000000005,0.049510000000000005,0.049510000000000005,,,,,,,,0.049510000000000005,0.049510000000000005,,,0.0,
2010-07-18,0.08584,0.05941,0.08585,0.05941,,,,,,,,0.06858325000000001,0.0682805,,,0.036329999999999994,
2010-07-19,0.0808,0.0909,0.09307,0.07855,,,,,,,,0.0730691673605329,0.07273486486486487,,,0.02405999999999999,
2010-07-20,0.07473333333333332,0.08181000000000001,0.08181000000000001,0.07426,,,,,,,,0.07354958634663342,0.07328551575410037,,,0.0169833333333333,
2010-07-21,0.07921,0.07425,0.07921,0.06634,,0.07401866666666666,,,,,,0.07491879224030816,0.07463347935776973,,,0.029853333333333308,
2010-07-22,0.055945,0.07921,0.0808,0.05446,,0.07530566666666667,,,,,,0.07091618875115445,0.0709773727608394,,,0.004998333333333313,
2010-07-23,0.062283333333333336,0.0505,0.06767000000000001,0.0505,,0.07059433333333334,,,,,,0.06928392947044427,0.06947368200238174,,,0.016781666666666646,
2010-07-24,0.05454,0.06161000000000001,0.06161000000000001,0.03399666666666667,,0.06534233333333334,,,,,,0.06673536717632844,0.06714349120027457,,,0.009038333333333308,
2010-07-25,0.0505,0.05545,0.05941,0.0505,,0.06049566666666667,,,,,,0.06413113489417034,0.06476425586695421,,,0.00012833333333331365,
2010-07-26,0.056,0.05,0.056,0.05,,0.05585366666666667,0.06493616666666667,,,,,0.06290665643404376,0.06360250412934226,-0.3213597577759427,,0.006128333333333312,
2010-07-27,0.059844444444444436,0.053,0.059844444444444436,0.053,,0.05663355555555555,0.06596961111111112,,,,,0.062469700754534827,0.0631360868538563,-0.283821622309595,,0.01297277777777775,
2010-07-28,0.0589,0.06,0.061,0.054000000000000006,,0.055956888888888875,0.0632756111111111,,,,,0.06198340700783622,0.06263991070546923,-0.26115219225754305,,0.010872777777777752,
2010-07-29,0.06920000000000001,0.0597,0.0699,0.0571,,0.05888888888888889,0.062115611111111114,,,,,0.06292779945207062,0.06336989139014793,-0.151658837184488,,0.022972777777777766,
2010-07-30,0.06428333333333333,0.0698,0.0698,0.06,,0.06164555555555555,0.06107061111111112,,,,,0.06309908777244265,0.0634669950257822,-0.092579188453157,,0.017456111111111096,0.013132698412698414
2010-07-31,0.06785,0.0609625,0.06888999999999999,0.056,57.49353066690879,0.06401555555555555,0.05993461111111111,,,,,0.0636813028084296,0.06391424127196305,0.015334947690097566,,0.02930611111111109,0.014053412698412699
2010-08-01,0.0611,0.06055,0.065,0.06,54.26976440610362,0.06426666666666667,0.060450111111111114,,,,,0.06337337857640016,0.06363745945951516,0.058468253833687055,,0.022556111111111096,0.012521984126984128
2010-08-02,0.06,0.0627,0.0633,0.06,53.7409256143313,0.06448666666666666,0.060221777777777784,,,,,0.06298041895747415,0.06329142173344733,0.06085982604610696,,0.0192561111111111,0.011720555555555555
2010-08-03,0.06,0.06,0.065,0.059,53.7409256143313,0.06264666666666666,0.060767777777777775,,,,,0.06264045886314638,0.06298760470073887,0.04961383788587018,,0.0192561111111111,0.01160984126984127
2010-08-04,0.05795,0.06229,0.0623,0.05795,52.63239162041194,0.06137999999999999,0.06151277777777777,,,,,0.06211533016911688,0.062535177759569,-0.025491176933170302,,0.0149061111111111,0.01100126984126984
2010-08-05,0.061,0.0581,0.061,0.058,54.1478169853829,0.06000999999999999,0.062012777777777764,,,,,0.061992514702943945,0.06240070487839102,-0.08508089947423103,,0.017956111111111096,0.009334126984126983
2010-08-06,0.0621,0.0622,0.0624,0.0607,54.71058234907512,0.060209999999999986,0.06223833333333332,,,,,0.06200417702320148,0.06237495900205956,-0.113368695459236,,0.0193561111111111,0.008229126984126983
2010-08-07,0.059,0.0608,0.0622,0.059,52.74582411581029,0.06000999999999999,0.06224833333333333,,,,,0.06168248592191408,0.062091972020851156,-0.18506222558116656,,0.0161561111111111,0.006485317460317457
2010-08-08,0.0609,0.059,0.0609,0.059,53.83998285084794,0.06018999999999999,0.06141833333333332,,,,,0.061599677053135404,0.06199392193433447,-0.2099589374583255,,0.018056111111111106,0.005984603174603172
2010-08-09,0.071,0.05990333333333332,0.0735,0.05990333333333332,59.24254369013835,0.0628,0.06208999999999998,,,,,0.06258406925780344,0.06272183527652643,-0.023440064809806024,,0.029152777777777777,0.00652722222222222
2010-08-10,0.07,0.068,0.0709,0.06711,58.51233924014951,0.06459999999999999,0.062304999999999985,0.06369957777777778,,,,0.06335336434443029,0.06330065094011529,0.14127125015531442,,0.02815277777777779,0.006309047619047617
2010-08-11,0.067,0.06,0.07541,0.06,56.271527256899944,0.06558,0.06289499999999998,0.06439917777777777,,,,0.06372846247002628,0.06359050054702589,0.1943150699692667,,0.01974277777777779,0.006909761904761904
2010-08-12,0.07,0.068,0.07,0.06406999999999999,58.00355624683035,0.06777999999999999,0.06389499999999997,0.06376557777777778,,,,0.06436868113705746,0.06408584131453707,0.26586604304048095,,0.025672777777777808,0.0064190476190476185
2010-08-13,0.0645,0.06583333333333334,0.06795000000000001,0.0645,53.796565870118584,0.06849999999999999,0.06434499999999996,0.06311357777777778,,,,0.06438199544982658,0.06411744498693472,0.21626244521310656,,0.020172777777777803,0.00596547619047619
2010-08-14,0.067,0.0655,0.06905800000000001,0.065,55.380734174657874,0.0677,0.06524999999999996,0.06280424444444445,,,,0.06464581005520074,0.0643348437872109,0.19207477032360556,,0.022672777777777806,0.005334619047619048
2010-08-15,0.06529,0.067,0.067,0.065,54.01648356301777,0.066758,0.06567899999999996,0.06224744444444445,,,,0.06471036757061643,0.06440610358824142,0.14540336980143392,,0.020962777777777802,0.0051203333333333335
2010-08-16,0.0655,0.06319,0.0679,0.062,54.165808688786264,0.06645799999999999,0.06601899999999995,0.06262964444444447,,,,0.06478910871950685,0.06448689898998691,0.10805352573796632,,0.024462777777777805,0.00530604761904762
2010-08-17,0.07,0.0655,0.0769,0.062429999999999986,57.361128377096875,0.06645799999999999,0.06711899999999996,0.06293831111111113,,,,0.06530641435740644,0.06489032803551902,0.16132689913161266,,0.03203277777777783,0.0059110476190476205
2010-08-18,0.068,0.07219666666666667,0.0733,0.067,55.50892065610275,0.067158,0.06782899999999996,0.06347671111111114,,,,0.06557274232573318,0.06511592895408577,0.15781867885878811,,0.026732777777777827,0.006050333333333334
2010-08-19,0.0667,0.0675,0.0676,0.0667,54.28197401201954,0.06709799999999999,0.06739899999999996,0.06412471111111114,,,,0.06568379591919381,0.0652299346676777,0.11590662220494574,,0.025432777777777818,0.005900333333333335
2010-08-20,0.0655,0.0667,0.0667,0.065,53.1148909514673,0.06713999999999999,0.06694899999999997,0.06450471111111114,,,,0.06566574813986145,0.06524922748255539,0.022183436436248358,,0.024232777777777825,0.005900333333333335
2010-08-21,0.0664,0.065,0.0665,0.0644,53.91518561725801,0.06731999999999999,0.06688899999999998,0.06476693333333336,,,,0.0657376352183607,0.06533087080044417,-0.044382441645731706,,0.026232777777777827,0.005821761904761907
2010-08-22,0.066,0.06494000000000001,0.066,0.0612,53.47827305548966,0.06652,0.06648899999999998,0.06505093333333337,,,,0.06576325376848126,0.06537803987969852,-0.10501252144186092,,0.02583277777777783,0.006028904761904763
2010-08-23,0.06491,0.06525,0.06688999999999999,0.06409,52.23603502434747,0.06590199999999999,0.06652999999999998,0.06487933333333337,,,,0.06568013802906277,0.06534524227097953,-0.20914033697408208,,0.023852777777777834,0.005257714285714287
2010-08-24,0.065,0.06491,0.0665,0.06491,52.334488804715456,0.06556199999999998,0.06632999999999997,0.06490800000000004,,,,0.06561402915725363,0.06532118335540758,-0.3013315479852682,-2.1476123318099045,0.02394277777777784,0.005100571428571429
2010-08-25,0.0648,0.06498999999999999,0.066445,0.0641,52.077594126554324,0.06542199999999998,0.06628099999999998,0.06478600000000004,,,,0.06553506103968944,0.06528505046493932,-0.3742953175398592,-15.313616918082046,0.022297777777777833,0.004167357142857144
2010-08-26,0.064,0.0648,0.0658,0.064,50.99920572523114,0.06494199999999997,0.06613099999999997,0.06490200000000004,,,,0.0653864096137426,0.06519638645851689,-0.4269754215533496,-29.609839949239653,0.020497777777777837,0.003872357142857142
2010-08-27,0.065,0.064,0.065,0.063,52.328073276572695,0.06474199999999998,0.06563099999999997,0.06510200000000003,,,,0.06534905043601574,0.06518289691525603,-0.4063471662271154,-40.43899540988687,0.02249777777777784,0.003768785714285713
2010-08-28,0.0646,0.0648,0.065,0.0645,51.72382711096065,0.06467999999999999,0.06529099999999996,0.06528600000000004,,,,0.06527673459247907,0.06514302481787583,-0.3804848815046072,-36.95882912509448,0.02209777777777784,0.003514642857142855
2010-08-29,0.064,0.0647,0.0647,0.064,50.776675795530984,0.06447999999999998,0.06502099999999997,0.06552800000000004,,,,0.06515363502626248,0.06506514085129654,-0.3906930031476819,-46.737572757515565,0.02139777777777785,0.0034217857142857114
2010-08-30,0.06497,0.0646,0.065,0.03211,52.2974864491643,0.06451399999999999,0.06496799999999997,0.06568680000000005,,,,0.06513595025250037,0.06505868149690379,-0.33976618255218066,-256.8468902169854,0.05425777777777785,0.005349642857142854
