date,price,1,2,3,4,5,6,7,8,9,10,11,12,13
2011-06-02,0.9816423589624907,0.017850259296123383,0.035704099267479306,0.10111789501369028,0.15337443087232705,0.07815955356590887,0.09251326944919758,-0.01114722859516215,0.052256535858636766,0.06340376445379892,0.014353715883288709,0.060309294269785485,0.0746630101530742,0.014353715883288709
2011-06-03,0.9918782194761088,0.01833351926121729,0.030598461759784534,0.10952197630518135,0.1618733273730022,0.07997680321481004,0.09612015383305528,-0.010982831944375437,0.05235135106782085,0.06333418301219629,0.016143350618245234,0.061643283953592753,0.07778663457183799,0.016143350618245234
2011-06-04,0.9848268440720045,0.010346515788547617,0.01914672680428342,0.10211535617312872,0.15400745625545054,0.06598014897159077,0.0833224056245474,-0.012380415006957968,0.05189210008232181,0.06427251508927978,0.017342256652956634,0.05563363318304315,0.07297588983599979,0.017342256652956634
2011-06-05,0.8806491717912841,-0.08552860194847822,-0.07493967444725813,-0.00030153712357994245,0.04930601952954461,-0.034559663946355346,-0.019509765581025684,-0.012665086517704482,0.04960755665312455,0.062272643170829034,0.015049898365329661,0.05096893800212288,0.06601883636745254,0.015049898365329661
2011-06-06,0.9553683173073354,-0.0035046650145078573,-0.000659340931243757,0.07561349174027965,0.12318057278161354,0.036334769039248704,0.05164748445397105,-0.013209689608258524,0.04756708104133389,0.060776770649592415,0.015312715414722344,0.03983943405375656,0.055152149468478906,0.015312715414722344
2011-06-07,0.9689022511748491,0.012577290410534125,0.008843720959505919,0.08934564482777951,0.13511639322828772,0.045119302629927804,0.060976165525030934,-0.013414611016032585,0.04577074840050821,0.059185359416540795,0.01585686289510313,0.03254201221939368,0.04839887511449681,0.01585686289510313
2011-06-08,0.9293374645677992,-0.014479345214853612,-0.029343290430975055,0.044367643310008975,0.0941682319755599,0.005025514496889483,0.020029999632483197,-0.006641492066668864,0.04980058866555093,0.05644208073221979,0.015004485135593715,0.019504859711743094,0.03450934484733681,0.015004485135593715
2011-06-09,0.9073853573994546,-0.020943155048688267,-0.04401906296634761,0.017708060480422283,0.07150790759685721,-0.015314536226554765,-0.0017981005980246545,-0.0010419636134308963,0.05379984711643493,0.054841810729865825,0.01351643562853011,0.005628618822133502,0.019145054450663612,0.01351643562853011
2011-06-10,0.748143429342934,-0.15368393461553886,-0.1858591395061857,-0.13529946505114276,-0.08667090929854726,-0.1579320391132586,-0.15065034938343713,-0.002272292576484758,0.048628555752595504,0.05090084832908026,0.007281689729821461,-0.004248104497719729,0.003033585232101732,0.007281689729821461
2011-06-11,0.4593629161813946,-0.34326336755189013,-0.42138671684617157,-0.40986539495738206,-0.37150786980371886,-0.40416849967719803,-0.41108048430842437,-0.00568817670860422,0.0383575251536632,0.04404570186226742,-0.006911984631226331,-0.060905132125307904,-0.06781711675653423,-0.006911984631226331
2011-06-12,0.5869202148711419,-0.13930966160140157,-0.25435720374728943,-0.2746646241844627,-0.24162704598995566,-0.25026727708388385,-0.2652313671869312,-0.007989796678942729,0.033037578194507033,0.04102737487344976,-0.014964090103047334,-0.11095761548248229,-0.12592170558552962,-0.014964090103047334
2011-06-13,0.6085440024679571,-0.053527181584618,-0.19439999444965905,-0.24624171037874165,-0.21781324387236534,-0.20686791905972868,-0.2278909615482384,-0.01024072601413073,0.028428466506376315,0.038669192520507045,-0.021023042488509724,-0.15334073747511068,-0.1743637799636204,-0.021023042488509724
