date,close,open,high,low,rsi_14,1,2,3,4,5,6,7,8,9,10,11,12,13,SMI,CCI,william_a/d,ATR,ath
2010-07-17,0.049510000000000005,0.049510000000000005,0.049510000000000005,0.049510000000000005,,,,,,0.0,0.0,,,,0.0,,,0.0,,,0.0,,1.0
2010-07-18,0.08584,0.05941,0.08585,0.05941,,,,,,0.017256749999999987,0.017559500000000006,,,,0.0003027500000000183,,,0.0003027500000000183,,,0.036329999999999994,,0.9998835177635411
2010-07-19,0.0808,0.0909,0.09307,0.07855,,,,,,0.007730832639467097,0.008065135135135126,,,,0.00033430249566802905,,,0.00033430249566802905,,,0.02405999999999999,,0.8681637477167723
2010-07-20,0.07473333333333332,0.08181000000000001,0.08181000000000001,0.07426,,,,,,0.0011837469866999017,0.0014478175792329434,,,,0.00026407059253304166,,,0.00026407059253304166,,,0.0169833333333333,,0.8029798359657604
2010-07-21,0.07921,0.07425,0.07921,0.06634,,0.0051913333333333395,,,,0.004291207759691842,0.0045765206422302696,,,,0.0002853128825384271,-0.000900125573641497,-0.0006148126911030699,0.0002853128825384271,,,0.029853333333333308,,0.8510798323842269
2010-07-22,0.055945,0.07921,0.0808,0.05446,,-0.019360666666666672,,,,-0.014971188751154448,-0.0150323727608394,,,,-6.118400968495308e-05,0.004389477915512224,0.004328293905827271,-6.118400968495308e-05,,,0.004998333333333313,,0.6011066938863221
2010-07-23,0.062283333333333336,0.0505,0.06767000000000001,0.0505,,-0.008311000000000006,,,,-0.0070005961371109385,-0.007190348669048406,,,,-0.00018975253193746766,0.0013104038628890674,0.0011206513309515997,-0.00018975253193746766,,,0.016781666666666646,,0.6692095555316787
2010-07-24,0.05454,0.06161000000000001,0.06161000000000001,0.03399666666666667,,-0.010802333333333337,,,,-0.012195367176328444,-0.012603491200274576,,,,-0.00040812402394613256,-0.0013930338429951061,-0.0018011578669412387,-0.00040812402394613256,,,0.009038333333333308,,0.5860105297088213
2010-07-25,0.0505,0.05545,0.05941,0.0505,,-0.009995666666666667,,,,-0.013631134894170338,-0.014264255866954206,,,,-0.0006331209727838683,-0.0036354682275036715,-0.00426858920028754,-0.0006331209727838683,,,0.00012833333333331365,,0.5426023423229828
2010-07-26,0.056,0.05,0.056,0.05,,0.00014633333333333165,-0.008936166666666669,,,-0.006906656434043763,-0.007602504129342262,,,,-0.0006958476952984988,-0.007052989767377095,-0.007748837462675594,-0.0006958476952984988,-0.3213597577759427,,0.006128333333333312,,0.6016976469324165
2010-07-27,0.059844444444444436,0.053,0.059844444444444436,0.053,,0.003210888888888888,-0.0061251666666666815,,,-0.0026252563100903903,-0.003291642409411863,,,,-0.0006663860993214726,-0.005836145198979278,-0.006502531298300751,-0.0006663860993214726,-0.283821622309595,,0.01297277777777775,,0.6430046679321418
2010-07-28,0.0589,0.06,0.061,0.054000000000000006,,0.0029431111111111255,-0.004375611111111101,,,-0.003083407007836221,-0.0037399107054692307,,,,-0.0006565036976330096,-0.006026518118947347,-0.006683021816580356,-0.0006565036976330096,-0.26115219225754305,,0.010872777777777752,,0.6328569893628452
2010-07-29,0.06920000000000001,0.0597,0.0699,0.0571,,0.010311111111111118,0.007084388888888897,,,0.006272200547929388,0.005830108609852086,,,,-0.00044209193807730196,-0.00403891056318173,-0.004481002501259032,-0.00044209193807730196,-0.151658837184488,,0.022972777777777766,,0.7435263779950576
2010-07-30,0.06428333333333333,0.0698,0.0698,0.06,,0.0026377777777777806,0.003212722222222214,,,0.0011842455608906816,0.0008163383075511371,,,,-0.00036790725333954444,-0.001453532216887099,-0.0018214394702266434,-0.00036790725333954444,-0.092579188453157,,0.017456111111111096,0.013132698412698414,0.6906987572078364
2010-07-31,0.06785,0.0609625,0.06888999999999999,0.056,57.49353066690879,0.003834444444444446,0.007915388888888882,,,0.004168697191570397,0.003935758728036948,,,,-0.0002329384635334497,0.00033425274712595154,0.00010131428359250183,-0.0002329384635334497,0.015334947690097566,,0.02930611111111109,0.014053412698412699,0.7290211668636509
2010-08-01,0.0611,0.06055,0.065,0.06,54.26976440610362,-0.003166666666666665,0.0006498888888888874,,,-0.0022733785764001563,-0.002537459459515154,,,,-0.00026408088311499767,0.0008932880902665086,0.0006292072071515109,-0.00026408088311499767,0.058468253833687055,,0.022556111111111096,0.012521984126984128,0.6564951112066187
2010-08-02,0.06,0.0627,0.0633,0.06,53.7409256143313,-0.004486666666666667,-0.000221777777777786,,,-0.002980418957474154,-0.0032914217334473334,,,,-0.00031100277597317927,0.0015062477091925125,0.0011952449332193332,-0.00031100277597317927,0.06085982604610696,,0.0192561111111111,0.011720555555555555,0.6446760502847318
2010-08-03,0.06,0.06,0.065,0.059,53.7409256143313,-0.0026466666666666583,-0.000767777777777777,,,-0.002640458863146386,-0.0029876047007388745,,,,-0.0003471458375924885,6.2078035202722814e-06,-0.00034093803407221623,-0.0003471458375924885,0.04961383788587018,,0.0192561111111111,0.01160984126984127,0.6446760502847318
2010-08-04,0.05795,0.06229,0.0623,0.05795,52.63239162041194,-0.0034299999999999886,-0.003562777777777769,,,-0.004165330169116875,-0.004585177759569001,,,,-0.00041984759045212566,-0.0007353301691168865,-0.0011551777595690121,-0.00041984759045212566,-0.025491176933170302,,0.0149061111111111,0.01100126984126984,0.6226496185666702
2010-08-05,0.061,0.0581,0.061,0.058,54.1478169853829,0.0009900000000000117,-0.0010127777777777652,,,-0.000992514702943946,-0.0014007048783910223,,,,-0.00040819017544707625,-0.0019825147029439577,-0.002390704878391034,-0.00040819017544707625,-0.08508089947423103,,0.017956111111111096,0.009334126984126983,0.6554206511228108
2010-08-06,0.0621,0.0622,0.0624,0.0607,54.71058234907512,0.0018900000000000167,-0.0001383333333333167,,,9.582297679851942e-05,-0.0002749590020595591,,,,-0.0003707819788580785,-0.0017941770232014972,-0.0021649590020595758,-0.0003707819788580785,-0.113368695459236,,0.0193561111111111,0.008229126984126983,0.6672397120446976
2010-08-07,0.059,0.0608,0.0622,0.059,52.74582411581029,-0.00100999999999999,-0.0032483333333333322,,,-0.002682485921914085,-0.0030919720208511595,,,,-0.0004094860989370744,-0.001672485921914095,-0.0020819720208511694,-0.0004094860989370744,-0.18506222558116656,,0.0161561111111111,0.006485317460317457,0.633931449446653
2010-08-08,0.0609,0.059,0.0609,0.059,53.83998285084794,0.0007100000000000162,-0.0005183333333333151,,,-0.0006996770531354016,-0.0010939219343344686,,,,-0.00039424488119906703,-0.0014096770531354177,-0.0018039219343344848,-0.00039424488119906703,-0.2099589374583255,,0.018056111111111106,0.005984603174603172,0.6543461910390029
2010-08-09,0.071,0.05990333333333332,0.0735,0.05990333333333332,59.24254369013835,0.008199999999999999,0.008910000000000015,,,0.008415930742196556,0.008278164723473563,,,,-0.00013776601872299288,0.00021593074219655728,7.81647234735644e-05,-0.00013776601872299288,-0.023440064809806024,,0.029152777777777777,0.00652722222222222,0.7628666595035993
2010-08-10,0.07,0.068,0.0709,0.06711,58.51233924014951,0.005400000000000016,0.007695000000000021,0.006300422222222227,,0.0066466356555697215,0.0066993490598847155,,,,5.271340431499405e-05,0.0012466356555697056,0.0012993490598846996,5.271340431499405e-05,0.14127125015531442,,0.02815277777777779,0.006309047619047617,0.7521220586655206
2010-08-11,0.067,0.06,0.07541,0.06,56.271527256899944,0.0014200000000000046,0.004105000000000025,0.0026008222222222294,,0.0032715375299737226,0.003409499452974113,,,,0.00013796192300039034,0.001851537529973718,0.0019894994529741084,0.00013796192300039034,0.1943150699692667,,0.01974277777777779,0.006909761904761904,0.719888256151284
2010-08-12,0.07,0.068,0.07,0.06406999999999999,58.00355624683035,0.0022200000000000136,0.006105000000000041,0.00623442222222223,,0.005631318862942547,0.005914158685462939,,,,0.0002828398225203921,0.0034113188629425334,0.0036941586854629255,0.0002828398225203921,0.26586604304048095,,0.025672777777777808,0.0064190476190476185,0.7521220586655206
2010-08-13,0.0645,0.06583333333333334,0.06795000000000001,0.0645,53.796565870118584,-0.00399999999999999,0.000155000000000044,0.001386422222222225,,0.00011800455017342559,0.0003825550130652777,,,,0.00026455046289185213,0.004118004550173415,0.004382555013065267,0.00026455046289185213,0.21626244521310656,,0.020172777777777803,0.00596547619047619,0.6930267540560868
2010-08-14,0.067,0.0655,0.06905800000000001,0.065,55.380734174657874,-0.0006999999999999923,0.0017500000000000432,0.004195755555555555,,0.0023541899447992592,0.0026651562127891076,,,,0.0003109662679898484,0.0030541899447992515,0.0033651562127891,0.0003109662679898484,0.19207477032360556,,0.022672777777777806,0.005334619047619048,0.719888256151284
2010-08-15,0.06529,0.067,0.067,0.065,54.01648356301777,-0.001467999999999997,-0.0003889999999999588,0.0030425555555555484,,0.000579632429383567,0.0008838964117585807,,,,0.00030426398237501373,0.002047632429383564,0.0023518964117585778,0.00030426398237501373,0.14540336980143392,,0.020962777777777802,0.0051203333333333335,0.7015149887181691
2010-08-16,0.0655,0.06319,0.0679,0.062,54.165808688786264,-0.0009579999999999866,-0.0005189999999999501,0.002870355555555537,,0.0007108912804931478,0.00101310101001309,,,,0.0003022097295199422,0.0016688912804931344,0.0019711010100130766,0.0003022097295199422,0.10805352573796632,,0.024462777777777805,0.00530604761904762,0.7037713548941658
2010-08-17,0.07,0.0655,0.0769,0.062429999999999986,57.361128377096875,0.0035420000000000174,0.00288100000000005,0.007061688888888876,,0.004693585642593562,0.005109671964480991,,,,0.00041608632188742944,0.0011515856425935445,0.001567671964480974,0.00041608632188742944,0.16132689913161266,,0.03203277777777783,0.0059110476190476205,0.7521220586655206
2010-08-18,0.068,0.07219666666666667,0.0733,0.067,55.50892065610276,0.0008420000000000094,0.00017100000000004612,0.004523288888888866,,0.002427257674266825,0.0028840710459142327,,,,0.00045681337164740765,0.0015852576742668156,0.0020420710459142233,0.00045681337164740765,0.15781867885878811,,0.026732777777777827,0.006050333333333334,0.7306328569893629
2010-08-19,0.0667,0.0675,0.0676,0.0667,54.28197401201954,-0.0003979999999999956,-0.0006989999999999635,0.0025752888888888603,,0.0010162040808061878,0.0014700653323223012,,,,0.00045386125151611334,0.0014142040808061834,0.0018680653323222968,0.00045386125151611334,0.11590662220494574,,0.025432777777777818,0.005900333333333335,0.7166648758998603
2010-08-20,0.0655,0.0667,0.0667,0.065,53.11489095146729,-0.0016399999999999887,-0.0014489999999999642,0.0009952888888888622,,-0.0001657481398614491,0.00025077251744461126,,,,0.00041652065730606036,0.0014742518601385396,0.0018907725174446,0.00041652065730606036,0.022183436436248358,,0.024232777777777825,0.005900333333333335,0.7037713548941658
2010-08-21,0.0664,0.065,0.0665,0.0644,53.91518561725801,-0.0009199999999999903,-0.0004889999999999756,0.001633066666666641,,0.0006623647816393075,0.0010691291995558322,,,,0.00040676441791652473,0.0015823647816392977,0.0019891291995558225,0.00040676441791652473,-0.044382441645731706,,0.026232777777777827,0.005821761904761907,0.7134414956484366
2010-08-22,0.066,0.06494000000000001,0.066,0.0612,53.47827305548965,-0.0005199999999999927,-0.0004889999999999756,0.000949066666666637,,0.00023674623151874463,0.0006219601203014818,,,,0.0003852138887827372,0.0007567462315187373,0.0011419601203014745,0.0003852138887827372,-0.10501252144186092,,0.02583277777777783,0.006028904761904763,0.7091436553132051
2010-08-23,0.06491,0.06525,0.06688999999999999,0.06409,52.23603502434746,-0.0009919999999999929,-0.0016199999999999826,3.066666666662332e-05,,-0.0007701380290627696,-0.00043524227097953283,,,,0.0003348957580832368,0.00022186197093722326,0.0005567577290204601,0.0003348957580832368,-0.20914033697408208,,0.023852777777777834,0.005257714285714287,0.6974320403996991
2010-08-24,0.065,0.06491,0.0665,0.06491,52.334488804715456,-0.0005619999999999792,-0.00132999999999997,9.199999999996711e-05,,-0.0006140291572536288,-0.00032118335540758103,,,,0.0002928458018460478,-5.202915725364965e-05,0.00024081664459239815,0.0002928458018460478,-0.3013315479852682,-2.1476123318099045,0.02394277777777784,0.005100571428571429,0.6983990544751263
